system,-6.283185307179586,NaN
system,-6.183185307179587,Infinity
system,-6.083185307179587,Infinity
system,-5.983185307179587,Infinity
system,-5.883185307179588,Infinity
system,-5.783185307179588,Infinity
system,-5.683185307179588,8.448156412849294E54
system,-5.583185307179589,9.275827130291098E247
system,-5.483185307179589,2.3437197501514377E94
system,-5.383185307179589,Infinity
system,-5.28318530717959,Infinity
system,-5.18318530717959,Infinity
system,-5.0831853071795905,Infinity
system,-4.983185307179591,Infinity
system,-4.883185307179591,Infinity
system,-4.783185307179592,Infinity
system,-4.683185307179592,Infinity
system,-4.583185307179592,Infinity
system,-4.483185307179593,Infinity
system,-4.383185307179593,Infinity
system,-4.283185307179593,Infinity
system,-4.183185307179594,Infinity
system,-4.083185307179594,Infinity
system,-3.983185307179594,Infinity
system,-3.883185307179594,Infinity
system,-3.783185307179594,Infinity
system,-3.6831853071795937,Infinity
system,-3.5831853071795936,Infinity
system,-3.4831853071795935,Infinity
system,-3.3831853071795934,Infinity
system,-3.2831853071795933,Infinity
system,-3.1831853071795932,Infinity
system,-3.083185307179593,Infinity
system,-2.983185307179593,Infinity
system,-2.883185307179593,Infinity
system,-2.783185307179593,Infinity
system,-2.683185307179593,Infinity
system,-2.5831853071795927,Infinity
system,-2.4831853071795926,Infinity
system,-2.3831853071795925,Infinity
system,-2.2831853071795924,Infinity
system,-2.1831853071795924,Infinity
system,-2.0831853071795923,Infinity
system,-1.9831853071795922,Infinity
system,-1.883185307179592,Infinity
system,-1.783185307179592,Infinity
system,-1.683185307179592,Infinity
system,-1.5831853071795918,Infinity
system,-1.4831853071795917,Infinity
system,-1.3831853071795916,Infinity
system,-1.2831853071795916,Infinity
system,-1.1831853071795915,Infinity
system,-1.0831853071795914,4.938197850708146E129
system,-0.9831853071795914,Infinity
system,-0.8831853071795914,Infinity
system,-0.7831853071795915,Infinity
system,-0.6831853071795915,Infinity
system,-0.5831853071795915,Infinity
system,-0.4831853071795915,Infinity
system,-0.38318530717959154,Infinity
system,-0.28318530717959156,Infinity
system,-0.18318530717959156,Infinity
system,-0.08318530717959155,Infinity
system,0.016814692820408456,-1.039376198839898
system,0.11681469282040846,1.9911135835461795
system,0.21681469282040847,5.035340263473783
system,0.31681469282040847,9.84237608603662
system,0.4168146928204085,18.750518345763478
system,0.5168146928204085,37.859097463455896
system,0.6168146928204085,87.32445073238242
system,0.7168146928204084,258.2378282990329
system,0.8168146928204084,1262.0749916168754
system,0.9168146928204084,24645.63352206382
system,1.0168146928204085,1.1872817318803042E7
system,1.1168146928204086,3953.027512303627
system,1.2168146928204087,247.69967533598748
system,1.3168146928204087,38.47310569898511
system,1.4168146928204088,8.633684116415246
system,1.516814692820409,2.381151631440841
system,1.616814692820409,0.8216093010008243
system,1.716814692820409,0.4226243070655776
system,1.8168146928204092,0.3419670738548599
system,1.9168146928204093,0.3482675366178604
system,2.016814692820409,0.37352793201691115
system,2.1168146928204092,0.39808742260168634
system,2.2168146928204093,0.41728550097911765
system,2.3168146928204094,0.4310334964634461
system,2.4168146928204095,0.44043155240556264
system,2.5168146928204096,0.4466889332171517
system,2.6168146928204097,0.4508196428200628
system,2.7168146928204098,0.4535949069069263
system,2.81681469282041,0.4555736165531251
system,2.91681469282041,0.4571486204473593
system,3.01681469282041,0.45858933922090883
system,3.11681469282041,0.4600758920346055
